count,owner_occupancy_name,county_name,state_name
"758","Not applicable","",""
"2099","Not owner-occupied as a principal dwelling","",""
"14034","Owner-occupied as a principal dwelling","",""
"14","Not owner-occupied as a principal dwelling","","Alabama"
"48","Owner-occupied as a principal dwelling","","Alabama"
"91","Not owner-occupied as a principal dwelling","Autauga County","Alabama"
"1114","Owner-occupied as a principal dwelling","Autauga County","Alabama"
"11","Not applicable","Baldwin County","Alabama"
"1468","Not owner-occupied as a principal dwelling","Baldwin County","Alabama"
"3908","Owner-occupied as a principal dwelling","Baldwin County","Alabama"
"38","Not owner-occupied as a principal dwelling","Barbour County","Alabama"
"180","Owner-occupied as a principal dwelling","Barbour County","Alabama"
"22","Not owner-occupied as a principal dwelling","Bibb County","Alabama"
"224","Owner-occupied as a principal dwelling","Bibb County","Alabama"
"1","Not applicable","Blount County","Alabama"
"81","Not owner-occupied as a principal dwelling","Blount County","Alabama"
"959","Owner-occupied as a principal dwelling","Blount County","Alabama"
"36","Not applicable","Bullock County","Alabama"
"11","Not owner-occupied as a principal dwelling","Bullock County","Alabama"
"60","Owner-occupied as a principal dwelling","Bullock County","Alabama"
"33","Not owner-occupied as a principal dwelling","Butler County","Alabama"
"182","Owner-occupied as a principal dwelling","Butler County","Alabama"
"3","Not applicable","Calhoun County","Alabama"
"219","Not owner-occupied as a principal dwelling","Calhoun County","Alabama"
"1470","Owner-occupied as a principal dwelling","Calhoun County","Alabama"
"2","Not applicable","Chambers County","Alabama"
"37","Not owner-occupied as a principal dwelling","Chambers County","Alabama"
"290","Owner-occupied as a principal dwelling","Chambers County","Alabama"
"1","Not applicable","Cherokee County","Alabama"
"54","Not owner-occupied as a principal dwelling","Cherokee County","Alabama"
"257","Owner-occupied as a principal dwelling","Cherokee County","Alabama"
"1","Not applicable","Chilton County","Alabama"
"62","Not owner-occupied as a principal dwelling","Chilton County","Alabama"
"591","Owner-occupied as a principal dwelling","Chilton County","Alabama"
"15","Not owner-occupied as a principal dwelling","Choctaw County","Alabama"
"125","Owner-occupied as a principal dwelling","Choctaw County","Alabama"
"110","Not owner-occupied as a principal dwelling","Clarke County","Alabama"
"343","Owner-occupied as a principal dwelling","Clarke County","Alabama"
"6","Not owner-occupied as a principal dwelling","Clay County","Alabama"
"101","Owner-occupied as a principal dwelling","Clay County","Alabama"
"14","Not owner-occupied as a principal dwelling","Cleburne County","Alabama"
"138","Owner-occupied as a principal dwelling","Cleburne County","Alabama"
"1","Not applicable","Coffee County","Alabama"
"150","Not owner-occupied as a principal dwelling","Coffee County","Alabama"
"833","Owner-occupied as a principal dwelling","Coffee County","Alabama"
"4","Not applicable","Colbert County","Alabama"
"218","Not owner-occupied as a principal dwelling","Colbert County","Alabama"
"1081","Owner-occupied as a principal dwelling","Colbert County","Alabama"
"8","Not owner-occupied as a principal dwelling","Conecuh County","Alabama"
"82","Owner-occupied as a principal dwelling","Conecuh County","Alabama"
"28","Not owner-occupied as a principal dwelling","Coosa County","Alabama"
"73","Owner-occupied as a principal dwelling","Coosa County","Alabama"
"1","Not applicable","Covington County","Alabama"
"48","Not owner-occupied as a principal dwelling","Covington County","Alabama"
"432","Owner-occupied as a principal dwelling","Covington County","Alabama"
"2","Not applicable","Crenshaw County","Alabama"
"30","Not owner-occupied as a principal dwelling","Crenshaw County","Alabama"
"194","Owner-occupied as a principal dwelling","Crenshaw County","Alabama"
"4","Not applicable","Cullman County","Alabama"
"207","Not owner-occupied as a principal dwelling","Cullman County","Alabama"
"1089","Owner-occupied as a principal dwelling","Cullman County","Alabama"
"2","Not applicable","Dale County","Alabama"
"82","Not owner-occupied as a principal dwelling","Dale County","Alabama"
"593","Owner-occupied as a principal dwelling","Dale County","Alabama"
"30","Not owner-occupied as a principal dwelling","Dallas County","Alabama"
"294","Owner-occupied as a principal dwelling","Dallas County","Alabama"
"1","Not applicable","DeKalb County","Alabama"
"101","Not owner-occupied as a principal dwelling","DeKalb County","Alabama"
"600","Owner-occupied as a principal dwelling","DeKalb County","Alabama"
"3","Not applicable","Elmore County","Alabama"
"230","Not owner-occupied as a principal dwelling","Elmore County","Alabama"
"1644","Owner-occupied as a principal dwelling","Elmore County","Alabama"
"1","Not applicable","Escambia County","Alabama"
"46","Not owner-occupied as a principal dwelling","Escambia County","Alabama"
"347","Owner-occupied as a principal dwelling","Escambia County","Alabama"
"5","Not applicable","Etowah County","Alabama"
"188","Not owner-occupied as a principal dwelling","Etowah County","Alabama"
"1351","Owner-occupied as a principal dwelling","Etowah County","Alabama"
"22","Not owner-occupied as a principal dwelling","Fayette County","Alabama"
"158","Owner-occupied as a principal dwelling","Fayette County","Alabama"
"78","Not owner-occupied as a principal dwelling","Franklin County","Alabama"
"372","Owner-occupied as a principal dwelling","Franklin County","Alabama"
"72","Not owner-occupied as a principal dwelling","Geneva County","Alabama"
"379","Owner-occupied as a principal dwelling","Geneva County","Alabama"
"9","Not owner-occupied as a principal dwelling","Greene County","Alabama"
"52","Owner-occupied as a principal dwelling","Greene County","Alabama"
"2","Not applicable","Hale County","Alabama"
"37","Not owner-occupied as a principal dwelling","Hale County","Alabama"
"177","Owner-occupied as a principal dwelling","Hale County","Alabama"
"87","Not owner-occupied as a principal dwelling","Henry County","Alabama"
"263","Owner-occupied as a principal dwelling","Henry County","Alabama"
"1","Not applicable","Houston County","Alabama"
"282","Not owner-occupied as a principal dwelling","Houston County","Alabama"
"1670","Owner-occupied as a principal dwelling","Houston County","Alabama"
"1","Not applicable","Jackson County","Alabama"
"88","Not owner-occupied as a principal dwelling","Jackson County","Alabama"
"568","Owner-occupied as a principal dwelling","Jackson County","Alabama"
"68","Not applicable","Jefferson County","Alabama"
"867","Not owner-occupied as a principal dwelling","Jefferson County","Alabama"
"10479","Owner-occupied as a principal dwelling","Jefferson County","Alabama"
"20","Not owner-occupied as a principal dwelling","Lamar County","Alabama"
"157","Owner-occupied as a principal dwelling","Lamar County","Alabama"
"15","Not applicable","Lauderdale County","Alabama"
"298","Not owner-occupied as a principal dwelling","Lauderdale County","Alabama"
"1647","Owner-occupied as a principal dwelling","Lauderdale County","Alabama"
"40","Not owner-occupied as a principal dwelling","Lawrence County","Alabama"
"494","Owner-occupied as a principal dwelling","Lawrence County","Alabama"
"16","Not applicable","Lee County","Alabama"
"550","Not owner-occupied as a principal dwelling","Lee County","Alabama"
"2632","Owner-occupied as a principal dwelling","Lee County","Alabama"
"1","Not applicable","Limestone County","Alabama"
"150","Not owner-occupied as a principal dwelling","Limestone County","Alabama"
"2020","Owner-occupied as a principal dwelling","Limestone County","Alabama"
"17","Not owner-occupied as a principal dwelling","Lowndes County","Alabama"
"89","Owner-occupied as a principal dwelling","Lowndes County","Alabama"
"3","Not applicable","Macon County","Alabama"
"13","Not owner-occupied as a principal dwelling","Macon County","Alabama"
"100","Owner-occupied as a principal dwelling","Macon County","Alabama"
"18","Not applicable","Madison County","Alabama"
"903","Not owner-occupied as a principal dwelling","Madison County","Alabama"
"7938","Owner-occupied as a principal dwelling","Madison County","Alabama"
"39","Not owner-occupied as a principal dwelling","Marengo County","Alabama"
"237","Owner-occupied as a principal dwelling","Marengo County","Alabama"
"1","Not applicable","Marion County","Alabama"
"53","Not owner-occupied as a principal dwelling","Marion County","Alabama"
"306","Owner-occupied as a principal dwelling","Marion County","Alabama"
"4","Not applicable","Marshall County","Alabama"
"241","Not owner-occupied as a principal dwelling","Marshall County","Alabama"
"1209","Owner-occupied as a principal dwelling","Marshall County","Alabama"
"11","Not applicable","Mobile County","Alabama"
"635","Not owner-occupied as a principal dwelling","Mobile County","Alabama"
"5036","Owner-occupied as a principal dwelling","Mobile County","Alabama"
"15","Not owner-occupied as a principal dwelling","Monroe County","Alabama"
"222","Owner-occupied as a principal dwelling","Monroe County","Alabama"
"15","Not applicable","Montgomery County","Alabama"
"378","Not owner-occupied as a principal dwelling","Montgomery County","Alabama"
"3091","Owner-occupied as a principal dwelling","Montgomery County","Alabama"
"15","Not applicable","Morgan County","Alabama"
"195","Not owner-occupied as a principal dwelling","Morgan County","Alabama"
"2068","Owner-occupied as a principal dwelling","Morgan County","Alabama"
"2","Not owner-occupied as a principal dwelling","Perry County","Alabama"
"29","Owner-occupied as a principal dwelling","Perry County","Alabama"
"1","Not applicable","Pickens County","Alabama"
"31","Not owner-occupied as a principal dwelling","Pickens County","Alabama"
"157","Owner-occupied as a principal dwelling","Pickens County","Alabama"
"2","Not applicable","Pike County","Alabama"
"19","Not owner-occupied as a principal dwelling","Pike County","Alabama"
"287","Owner-occupied as a principal dwelling","Pike County","Alabama"
"68","Not owner-occupied as a principal dwelling","Randolph County","Alabama"
"196","Owner-occupied as a principal dwelling","Randolph County","Alabama"
"1","Not applicable","Russell County","Alabama"
"177","Not owner-occupied as a principal dwelling","Russell County","Alabama"
"806","Owner-occupied as a principal dwelling","Russell County","Alabama"
"9","Not applicable","Shelby County","Alabama"
"296","Not owner-occupied as a principal dwelling","Shelby County","Alabama"
"5120","Owner-occupied as a principal dwelling","Shelby County","Alabama"
"3","Not applicable","St. Clair County","Alabama"
"132","Not owner-occupied as a principal dwelling","St. Clair County","Alabama"
"1707","Owner-occupied as a principal dwelling","St. Clair County","Alabama"
"13","Not owner-occupied as a principal dwelling","Sumter County","Alabama"
"74","Owner-occupied as a principal dwelling","Sumter County","Alabama"
"3","Not applicable","Talladega County","Alabama"
"135","Not owner-occupied as a principal dwelling","Talladega County","Alabama"
"830","Owner-occupied as a principal dwelling","Talladega County","Alabama"
"2","Not applicable","Tallapoosa County","Alabama"
"248","Not owner-occupied as a principal dwelling","Tallapoosa County","Alabama"
"503","Owner-occupied as a principal dwelling","Tallapoosa County","Alabama"
"25","Not applicable","Tuscaloosa County","Alabama"
"582","Not owner-occupied as a principal dwelling","Tuscaloosa County","Alabama"
"3060","Owner-occupied as a principal dwelling","Tuscaloosa County","Alabama"
"4","Not applicable","Walker County","Alabama"
"99","Not owner-occupied as a principal dwelling","Walker County","Alabama"
"718","Owner-occupied as a principal dwelling","Walker County","Alabama"
"18","Not owner-occupied as a principal dwelling","Washington County","Alabama"
"143","Owner-occupied as a principal dwelling","Washington County","Alabama"
"18","Not owner-occupied as a principal dwelling","Wilcox County","Alabama"
"55","Owner-occupied as a principal dwelling","Wilcox County","Alabama"
"136","Not owner-occupied as a principal dwelling","Winston County","Alabama"
"320","Owner-occupied as a principal dwelling","Winston County","Alabama"
"1","Owner-occupied as a principal dwelling","","Alaska"
"1","Owner-occupied as a principal dwelling","Aleutians East Borough","Alaska"
"2","Not owner-occupied as a principal dwelling","Aleutians West Census Area","Alaska"
"12","Owner-occupied as a principal dwelling","Aleutians West Census Area","Alaska"
"21","Not applicable","Anchorage Municipality","Alaska"
"638","Not owner-occupied as a principal dwelling","Anchorage Municipality","Alaska"
"6123","Owner-occupied as a principal dwelling","Anchorage Municipality","Alaska"
"1","Not applicable","Bethel Census Area","Alaska"
"11","Not owner-occupied as a principal dwelling","Bethel Census Area","Alaska"
"51","Owner-occupied as a principal dwelling","Bethel Census Area","Alaska"
"2","Not owner-occupied as a principal dwelling","Bristol Bay Borough","Alaska"
"8","Owner-occupied as a principal dwelling","Bristol Bay Borough","Alaska"
"1","Not owner-occupied as a principal dwelling","Denali Borough","Alaska"
"23","Owner-occupied as a principal dwelling","Denali Borough","Alaska"
"2","Not owner-occupied as a principal dwelling","Dillingham Census Area","Alaska"
"30","Owner-occupied as a principal dwelling","Dillingham Census Area","Alaska"
"10","Not applicable","Fairbanks North Star Borough","Alaska"
"132","Not owner-occupied as a principal dwelling","Fairbanks North Star Borough","Alaska"
"1597","Owner-occupied as a principal dwelling","Fairbanks North Star Borough","Alaska"
"5","Not owner-occupied as a principal dwelling","Haines Borough","Alaska"
"26","Owner-occupied as a principal dwelling","Haines Borough","Alaska"
"1","Not owner-occupied as a principal dwelling","Hoonah-Angoon Census Area","Alaska"
"12","Owner-occupied as a principal dwelling","Hoonah-Angoon Census Area","Alaska"
"4","Not applicable","Juneau City and Borough","Alaska"
"45","Not owner-occupied as a principal dwelling","Juneau City and Borough","Alaska"
"576","Owner-occupied as a principal dwelling","Juneau City and Borough","Alaska"
"9","Not applicable","Kenai Peninsula Borough","Alaska"
"155","Not owner-occupied as a principal dwelling","Kenai Peninsula Borough","Alaska"
"1068","Owner-occupied as a principal dwelling","Kenai Peninsula Borough","Alaska"
"10","Not owner-occupied as a principal dwelling","Ketchikan Gateway Borough","Alaska"
"135","Owner-occupied as a principal dwelling","Ketchikan Gateway Borough","Alaska"
"17","Not owner-occupied as a principal dwelling","Kodiak Island Borough","Alaska"
"164","Owner-occupied as a principal dwelling","Kodiak Island Borough","Alaska"
"4","Owner-occupied as a principal dwelling","Lake and Peninsula Borough","Alaska"
"2","Not applicable","Matanuska-Susitna Borough","Alaska"
"220","Not owner-occupied as a principal dwelling","Matanuska-Susitna Borough","Alaska"
"2552","Owner-occupied as a principal dwelling","Matanuska-Susitna Borough","Alaska"
"4","Not applicable","Nome Census Area","Alaska"
"8","Not owner-occupied as a principal dwelling","Nome Census Area","Alaska"
"61","Owner-occupied as a principal dwelling","Nome Census Area","Alaska"
"2","Not owner-occupied as a principal dwelling","North Slope Borough","Alaska"
"27","Owner-occupied as a principal dwelling","North Slope Borough","Alaska"
"16","Owner-occupied as a principal dwelling","Northwest Arctic Borough","Alaska"
"25","Owner-occupied as a principal dwelling","Petersburg Census Area","Alaska"
"3","Not owner-occupied as a principal dwelling","Prince of Wales-Hyder Census Area","Alaska"
"31","Owner-occupied as a principal dwelling","Prince of Wales-Hyder Census Area","Alaska"
"8","Not owner-occupied as a principal dwelling","Sitka City and Borough","Alaska"
"91","Owner-occupied as a principal dwelling","Sitka City and Borough","Alaska"
"5","Not owner-occupied as a principal dwelling","Skagway Municipality","Alaska"
"13","Owner-occupied as a principal dwelling","Skagway Municipality","Alaska"
"5","Not owner-occupied as a principal dwelling","Southeast Fairbanks Census Area","Alaska"
"69","Owner-occupied as a principal dwelling","Southeast Fairbanks Census Area","Alaska"
"1","Not applicable","Valdez-Cordova Census Area","Alaska"
"7","Not owner-occupied as a principal dwelling","Valdez-Cordova Census Area","Alaska"
"114","Owner-occupied as a principal dwelling","Valdez-Cordova Census Area","Alaska"
"1","Owner-occupied as a principal dwelling","Wade Hampton Census Area","Alaska"
"16","Owner-occupied as a principal dwelling","Wrangell City and Borough","Alaska"
"1","Not owner-occupied as a principal dwelling","Yakutat City and Borough","Alaska"
"4","Owner-occupied as a principal dwelling","Yakutat City and Borough","Alaska"
"1","Not owner-occupied as a principal dwelling","Yukon-Koyukuk Census Area","Alaska"
"6","Owner-occupied as a principal dwelling","Yukon-Koyukuk Census Area","Alaska"
"2","Not owner-occupied as a principal dwelling","","Arizona"
"14","Owner-occupied as a principal dwelling","","Arizona"
"1","Not applicable","Apache County","Arizona"
"83","Not owner-occupied as a principal dwelling","Apache County","Arizona"
"228","Owner-occupied as a principal dwelling","Apache County","Arizona"
"222","Not owner-occupied as a principal dwelling","Cochise County","Arizona"
"1698","Owner-occupied as a principal dwelling","Cochise County","Arizona"
"5","Not applicable","Coconino County","Arizona"
"745","Not owner-occupied as a principal dwelling","Coconino County","Arizona"
"1901","Owner-occupied as a principal dwelling","Coconino County","Arizona"
"7","Not applicable","Gila County","Arizona"
"299","Not owner-occupied as a principal dwelling","Gila County","Arizona"
"690","Owner-occupied as a principal dwelling","Gila County","Arizona"
"3","Not applicable","Graham County","Arizona"
"37","Not owner-occupied as a principal dwelling","Graham County","Arizona"
"434","Owner-occupied as a principal dwelling","Graham County","Arizona"
"2","Not owner-occupied as a principal dwelling","Greenlee County","Arizona"
"33","Owner-occupied as a principal dwelling","Greenlee County","Arizona"
"1","Not applicable","La Paz County","Arizona"
"45","Not owner-occupied as a principal dwelling","La Paz County","Arizona"
"98","Owner-occupied as a principal dwelling","La Paz County","Arizona"
"256","Not applicable","Maricopa County","Arizona"
"12785","Not owner-occupied as a principal dwelling","Maricopa County","Arizona"
"89572","Owner-occupied as a principal dwelling","Maricopa County","Arizona"
"1","Not applicable","Mohave County","Arizona"
"1206","Not owner-occupied as a principal dwelling","Mohave County","Arizona"
"3109","Owner-occupied as a principal dwelling","Mohave County","Arizona"
"6","Not applicable","Navajo County","Arizona"
"628","Not owner-occupied as a principal dwelling","Navajo County","Arizona"
"863","Owner-occupied as a principal dwelling","Navajo County","Arizona"
"39","Not applicable","Pima County","Arizona"
"2850","Not owner-occupied as a principal dwelling","Pima County","Arizona"
"16572","Owner-occupied as a principal dwelling","Pima County","Arizona"
"13","Not applicable","Pinal County","Arizona"
"1397","Not owner-occupied as a principal dwelling","Pinal County","Arizona"
"7817","Owner-occupied as a principal dwelling","Pinal County","Arizona"
"1","Not applicable","Santa Cruz County","Arizona"
"68","Not owner-occupied as a principal dwelling","Santa Cruz County","Arizona"
"494","Owner-occupied as a principal dwelling","Santa Cruz County","Arizona"
"10","Not applicable","Yavapai County","Arizona"
"1118","Not owner-occupied as a principal dwelling","Yavapai County","Arizona"
"4469","Owner-occupied as a principal dwelling","Yavapai County","Arizona"
"5","Not applicable","Yuma County","Arizona"
"374","Not owner-occupied as a principal dwelling","Yuma County","Arizona"
"2607","Owner-occupied as a principal dwelling","Yuma County","Arizona"
"1","Not applicable","","Arkansas"
"2","Owner-occupied as a principal dwelling","","Arkansas"
"33","Not owner-occupied as a principal dwelling","Arkansas County","Arkansas"
"155","Owner-occupied as a principal dwelling","Arkansas County","Arkansas"
"6","Not applicable","Ashley County","Arkansas"
"6","Not owner-occupied as a principal dwelling","Ashley County","Arkansas"
"120","Owner-occupied as a principal dwelling","Ashley County","Arkansas"
"3","Not applicable","Baxter County","Arkansas"
"187","Not owner-occupied as a principal dwelling","Baxter County","Arkansas"
"680","Owner-occupied as a principal dwelling","Baxter County","Arkansas"
"13","Not applicable","Benton County","Arkansas"
"970","Not owner-occupied as a principal dwelling","Benton County","Arkansas"
"6040","Owner-occupied as a principal dwelling","Benton County","Arkansas"
"5","Not applicable","Boone County","Arkansas"
"140","Not owner-occupied as a principal dwelling","Boone County","Arkansas"
"606","Owner-occupied as a principal dwelling","Boone County","Arkansas"
"49","Owner-occupied as a principal dwelling","Bradley County","Arkansas"
"18","Not owner-occupied as a principal dwelling","Calhoun County","Arkansas"
"83","Owner-occupied as a principal dwelling","Calhoun County","Arkansas"
"1","Not applicable","Carroll County","Arkansas"
"100","Not owner-occupied as a principal dwelling","Carroll County","Arkansas"
"385","Owner-occupied as a principal dwelling","Carroll County","Arkansas"
"1","Not applicable","Chicot County","Arkansas"
"19","Not owner-occupied as a principal dwelling","Chicot County","Arkansas"
"48","Owner-occupied as a principal dwelling","Chicot County","Arkansas"
"2","Not applicable","Clark County","Arkansas"
"65","Not owner-occupied as a principal dwelling","Clark County","Arkansas"
"237","Owner-occupied as a principal dwelling","Clark County","Arkansas"
"20","Not owner-occupied as a principal dwelling","Clay County","Arkansas"
"96","Owner-occupied as a principal dwelling","Clay County","Arkansas"
"2","Not applicable","Cleburne County","Arkansas"
"153","Not owner-occupied as a principal dwelling","Cleburne County","Arkansas"
"342","Owner-occupied as a principal dwelling","Cleburne County","Arkansas"
"18","Not owner-occupied as a principal dwelling","Cleveland County","Arkansas"
"76","Owner-occupied as a principal dwelling","Cleveland County","Arkansas"
"1","Not applicable","Columbia County","Arkansas"
"59","Not owner-occupied as a principal dwelling","Columbia County","Arkansas"
"364","Owner-occupied as a principal dwelling","Columbia County","Arkansas"
"1","Not applicable","Conway County","Arkansas"
"26","Not owner-occupied as a principal dwelling","Conway County","Arkansas"
"237","Owner-occupied as a principal dwelling","Conway County","Arkansas"
"15","Not applicable","Craighead County","Arkansas"
"676","Not owner-occupied as a principal dwelling","Craighead County","Arkansas"
"1706","Owner-occupied as a principal dwelling","Craighead County","Arkansas"
"5","Not applicable","Crawford County","Arkansas"
"148","Not owner-occupied as a principal dwelling","Crawford County","Arkansas"
"919","Owner-occupied as a principal dwelling","Crawford County","Arkansas"
"3","Not applicable","Crittenden County","Arkansas"
"126","Not owner-occupied as a principal dwelling","Crittenden County","Arkansas"
"613","Owner-occupied as a principal dwelling","Crittenden County","Arkansas"
"56","Not owner-occupied as a principal dwelling","Cross County","Arkansas"
"248","Owner-occupied as a principal dwelling","Cross County","Arkansas"
"1","Not applicable","Dallas County","Arkansas"
"13","Not owner-occupied as a principal dwelling","Dallas County","Arkansas"
"54","Owner-occupied as a principal dwelling","Dallas County","Arkansas"
"8","Not owner-occupied as a principal dwelling","Desha County","Arkansas"
"55","Owner-occupied as a principal dwelling","Desha County","Arkansas"
"15","Not applicable","Drew County","Arkansas"
"6","Not owner-occupied as a principal dwelling","Drew County","Arkansas"
"144","Owner-occupied as a principal dwelling","Drew County","Arkansas"
"14","Not applicable","Faulkner County","Arkansas"
"374","Not owner-occupied as a principal dwelling","Faulkner County","Arkansas"
"2071","Owner-occupied as a principal dwelling","Faulkner County","Arkansas"
"1","Not applicable","Franklin County","Arkansas"
"33","Not owner-occupied as a principal dwelling","Franklin County","Arkansas"
"218","Owner-occupied as a principal dwelling","Franklin County","Arkansas"
"1","Not applicable","Fulton County","Arkansas"
"19","Not owner-occupied as a principal dwelling","Fulton County","Arkansas"
"89","Owner-occupied as a principal dwelling","Fulton County","Arkansas"
"11","Not applicable","Garland County","Arkansas"
"480","Not owner-occupied as a principal dwelling","Garland County","Arkansas"
"1488","Owner-occupied as a principal dwelling","Garland County","Arkansas"
"31","Not owner-occupied as a principal dwelling","Grant County","Arkansas"
"242","Owner-occupied as a principal dwelling","Grant County","Arkansas"
"4","Not applicable","Greene County","Arkansas"
"169","Not owner-occupied as a principal dwelling","Greene County","Arkansas"
"605","Owner-occupied as a principal dwelling","Greene County","Arkansas"
"80","Not owner-occupied as a principal dwelling","Hempstead County","Arkansas"
"217","Owner-occupied as a principal dwelling","Hempstead County","Arkansas"
"84","Not owner-occupied as a principal dwelling","Hot Spring County","Arkansas"
"443","Owner-occupied as a principal dwelling","Hot Spring County","Arkansas"
"2","Not applicable","Howard County","Arkansas"
"35","Not owner-occupied as a principal dwelling","Howard County","Arkansas"
"140","Owner-occupied as a principal dwelling","Howard County","Arkansas"
"57","Not owner-occupied as a principal dwelling","Independence County","Arkansas"
"329","Owner-occupied as a principal dwelling","Independence County","Arkansas"
"50","Not owner-occupied as a principal dwelling","Izard County","Arkansas"
"137","Owner-occupied as a principal dwelling","Izard County","Arkansas"
"14","Not owner-occupied as a principal dwelling","Jackson County","Arkansas"
"146","Owner-occupied as a principal dwelling","Jackson County","Arkansas"
"1","Not applicable","Jefferson County","Arkansas"
"113","Not owner-occupied as a principal dwelling","Jefferson County","Arkansas"
"603","Owner-occupied as a principal dwelling","Jefferson County","Arkansas"
"3","Not applicable","Johnson County","Arkansas"
"58","Not owner-occupied as a principal dwelling","Johnson County","Arkansas"
"357","Owner-occupied as a principal dwelling","Johnson County","Arkansas"
"11","Not owner-occupied as a principal dwelling","Lafayette County","Arkansas"
"61","Owner-occupied as a principal dwelling","Lafayette County","Arkansas"
"29","Not owner-occupied as a principal dwelling","Lawrence County","Arkansas"
"188","Owner-occupied as a principal dwelling","Lawrence County","Arkansas"
"9","Not owner-occupied as a principal dwelling","Lee County","Arkansas"
"44","Owner-occupied as a principal dwelling","Lee County","Arkansas"
"22","Not owner-occupied as a principal dwelling","Lincoln County","Arkansas"
"95","Owner-occupied as a principal dwelling","Lincoln County","Arkansas"
"21","Not owner-occupied as a principal dwelling","Little River County","Arkansas"
"139","Owner-occupied as a principal dwelling","Little River County","Arkansas"
"1","Not applicable","Logan County","Arkansas"
"32","Not owner-occupied as a principal dwelling","Logan County","Arkansas"
"191","Owner-occupied as a principal dwelling","Logan County","Arkansas"
"5","Not applicable","Lonoke County","Arkansas"
"240","Not owner-occupied as a principal dwelling","Lonoke County","Arkansas"
"1477","Owner-occupied as a principal dwelling","Lonoke County","Arkansas"
"1","Not applicable","Madison County","Arkansas"
"45","Not owner-occupied as a principal dwelling","Madison County","Arkansas"
"199","Owner-occupied as a principal dwelling","Madison County","Arkansas"
"60","Not owner-occupied as a principal dwelling","Marion County","Arkansas"
"229","Owner-occupied as a principal dwelling","Marion County","Arkansas"
"2","Not applicable","Miller County","Arkansas"
"89","Not owner-occupied as a principal dwelling","Miller County","Arkansas"
"553","Owner-occupied as a principal dwelling","Miller County","Arkansas"
"4","Not applicable","Mississippi County","Arkansas"
"131","Not owner-occupied as a principal dwelling","Mississippi County","Arkansas"
"473","Owner-occupied as a principal dwelling","Mississippi County","Arkansas"
"20","Not owner-occupied as a principal dwelling","Monroe County","Arkansas"
"47","Owner-occupied as a principal dwelling","Monroe County","Arkansas"
"56","Not owner-occupied as a principal dwelling","Montgomery County","Arkansas"
"108","Owner-occupied as a principal dwelling","Montgomery County","Arkansas"
"5","Not owner-occupied as a principal dwelling","Nevada County","Arkansas"
"55","Owner-occupied as a principal dwelling","Nevada County","Arkansas"
"31","Not owner-occupied as a principal dwelling","Newton County","Arkansas"
"108","Owner-occupied as a principal dwelling","Newton County","Arkansas"
"1","Not applicable","Ouachita County","Arkansas"
"85","Not owner-occupied as a principal dwelling","Ouachita County","Arkansas"
"359","Owner-occupied as a principal dwelling","Ouachita County","Arkansas"
"17","Not owner-occupied as a principal dwelling","Perry County","Arkansas"
"113","Owner-occupied as a principal dwelling","Perry County","Arkansas"
"1","Not applicable","Phillips County","Arkansas"
"21","Not owner-occupied as a principal dwelling","Phillips County","Arkansas"
"117","Owner-occupied as a principal dwelling","Phillips County","Arkansas"
"29","Not owner-occupied as a principal dwelling","Pike County","Arkansas"
"101","Owner-occupied as a principal dwelling","Pike County","Arkansas"
"1","Not applicable","Poinsett County","Arkansas"
"88","Not owner-occupied as a principal dwelling","Poinsett County","Arkansas"
"257","Owner-occupied as a principal dwelling","Poinsett County","Arkansas"
"29","Not owner-occupied as a principal dwelling","Polk County","Arkansas"
"147","Owner-occupied as a principal dwelling","Polk County","Arkansas"
"2","Not applicable","Pope County","Arkansas"
"139","Not owner-occupied as a principal dwelling","Pope County","Arkansas"
"851","Owner-occupied as a principal dwelling","Pope County","Arkansas"
"21","Not owner-occupied as a principal dwelling","Prairie County","Arkansas"
"45","Owner-occupied as a principal dwelling","Prairie County","Arkansas"
"54","Not applicable","Pulaski County","Arkansas"
"1071","Not owner-occupied as a principal dwelling","Pulaski County","Arkansas"
"6182","Owner-occupied as a principal dwelling","Pulaski County","Arkansas"
"71","Not owner-occupied as a principal dwelling","Randolph County","Arkansas"
"292","Owner-occupied as a principal dwelling","Randolph County","Arkansas"
"10","Not applicable","Saline County","Arkansas"
"235","Not owner-occupied as a principal dwelling","Saline County","Arkansas"
"2378","Owner-occupied as a principal dwelling","Saline County","Arkansas"
"10","Not owner-occupied as a principal dwelling","Scott County","Arkansas"
"72","Owner-occupied as a principal dwelling","Scott County","Arkansas"
"25","Not owner-occupied as a principal dwelling","Searcy County","Arkansas"
"77","Owner-occupied as a principal dwelling","Searcy County","Arkansas"
"14","Not applicable","Sebastian County","Arkansas"
"428","Not owner-occupied as a principal dwelling","Sebastian County","Arkansas"
"1866","Owner-occupied as a principal dwelling","Sebastian County","Arkansas"
"36","Not owner-occupied as a principal dwelling","Sevier County","Arkansas"
"150","Owner-occupied as a principal dwelling","Sevier County","Arkansas"
"53","Not owner-occupied as a principal dwelling","Sharp County","Arkansas"
"137","Owner-occupied as a principal dwelling","Sharp County","Arkansas"
"41","Not owner-occupied as a principal dwelling","St. Francis County","Arkansas"
"117","Owner-occupied as a principal dwelling","St. Francis County","Arkansas"
"43","Not owner-occupied as a principal dwelling","Stone County","Arkansas"
"110","Owner-occupied as a principal dwelling","Stone County","Arkansas"
"6","Not applicable","Union County","Arkansas"
"129","Not owner-occupied as a principal dwelling","Union County","Arkansas"
