count,owner_occupancy_name,county_name,state_name
"491","Owner-occupied as a principal dwelling","Sanilac County","Michigan"
"1","Not applicable","Schoolcraft County","Michigan"
"27","Not owner-occupied as a principal dwelling","Schoolcraft County","Michigan"
"78","Owner-occupied as a principal dwelling","Schoolcraft County","Michigan"
"5","Not applicable","Shiawassee County","Michigan"
"63","Not owner-occupied as a principal dwelling","Shiawassee County","Michigan"
"1218","Owner-occupied as a principal dwelling","Shiawassee County","Michigan"
"7","Not applicable","St. Clair County","Michigan"
"215","Not owner-occupied as a principal dwelling","St. Clair County","Michigan"
"2783","Owner-occupied as a principal dwelling","St. Clair County","Michigan"
"1","Not applicable","St. Joseph County","Michigan"
"134","Not owner-occupied as a principal dwelling","St. Joseph County","Michigan"
"864","Owner-occupied as a principal dwelling","St. Joseph County","Michigan"
"4","Not applicable","Tuscola County","Michigan"
"63","Not owner-occupied as a principal dwelling","Tuscola County","Michigan"
"783","Owner-occupied as a principal dwelling","Tuscola County","Michigan"
"3","Not applicable","Van Buren County","Michigan"
"236","Not owner-occupied as a principal dwelling","Van Buren County","Michigan"
"1347","Owner-occupied as a principal dwelling","Van Buren County","Michigan"
"22","Not applicable","Washtenaw County","Michigan"
"660","Not owner-occupied as a principal dwelling","Washtenaw County","Michigan"
"6760","Owner-occupied as a principal dwelling","Washtenaw County","Michigan"
"59","Not applicable","Wayne County","Michigan"
"1293","Not owner-occupied as a principal dwelling","Wayne County","Michigan"
"21263","Owner-occupied as a principal dwelling","Wayne County","Michigan"
"1","Not applicable","Wexford County","Michigan"
"77","Not owner-occupied as a principal dwelling","Wexford County","Michigan"
"426","Owner-occupied as a principal dwelling","Wexford County","Michigan"
"2","Not applicable","","Minnesota"
"5","Not owner-occupied as a principal dwelling","","Minnesota"
"28","Owner-occupied as a principal dwelling","","Minnesota"
"1","Not applicable","Aitkin County","Minnesota"
"170","Not owner-occupied as a principal dwelling","Aitkin County","Minnesota"
"241","Owner-occupied as a principal dwelling","Aitkin County","Minnesota"
"30","Not applicable","Anoka County","Minnesota"
"553","Not owner-occupied as a principal dwelling","Anoka County","Minnesota"
"8188","Owner-occupied as a principal dwelling","Anoka County","Minnesota"
"2","Not applicable","Becker County","Minnesota"
"224","Not owner-occupied as a principal dwelling","Becker County","Minnesota"
"549","Owner-occupied as a principal dwelling","Becker County","Minnesota"
"5","Not applicable","Beltrami County","Minnesota"
"81","Not owner-occupied as a principal dwelling","Beltrami County","Minnesota"
"335","Owner-occupied as a principal dwelling","Beltrami County","Minnesota"
"7","Not applicable","Benton County","Minnesota"
"63","Not owner-occupied as a principal dwelling","Benton County","Minnesota"
"762","Owner-occupied as a principal dwelling","Benton County","Minnesota"
"17","Not owner-occupied as a principal dwelling","Big Stone County","Minnesota"
"47","Owner-occupied as a principal dwelling","Big Stone County","Minnesota"
"3","Not applicable","Blue Earth County","Minnesota"
"201","Not owner-occupied as a principal dwelling","Blue Earth County","Minnesota"
"1150","Owner-occupied as a principal dwelling","Blue Earth County","Minnesota"
"2","Not applicable","Brown County","Minnesota"
"38","Not owner-occupied as a principal dwelling","Brown County","Minnesota"
"313","Owner-occupied as a principal dwelling","Brown County","Minnesota"
"1","Not applicable","Carlton County","Minnesota"
"77","Not owner-occupied as a principal dwelling","Carlton County","Minnesota"
"782","Owner-occupied as a principal dwelling","Carlton County","Minnesota"
"4","Not applicable","Carver County","Minnesota"
"144","Not owner-occupied as a principal dwelling","Carver County","Minnesota"
"2789","Owner-occupied as a principal dwelling","Carver County","Minnesota"
"1","Not applicable","Cass County","Minnesota"
"330","Not owner-occupied as a principal dwelling","Cass County","Minnesota"
"368","Owner-occupied as a principal dwelling","Cass County","Minnesota"
"6","Not owner-occupied as a principal dwelling","Chippewa County","Minnesota"
"134","Owner-occupied as a principal dwelling","Chippewa County","Minnesota"
"4","Not applicable","Chisago County","Minnesota"
"120","Not owner-occupied as a principal dwelling","Chisago County","Minnesota"
"1348","Owner-occupied as a principal dwelling","Chisago County","Minnesota"
"14","Not applicable","Clay County","Minnesota"
"202","Not owner-occupied as a principal dwelling","Clay County","Minnesota"
"1486","Owner-occupied as a principal dwelling","Clay County","Minnesota"
"25","Not owner-occupied as a principal dwelling","Clearwater County","Minnesota"
"96","Owner-occupied as a principal dwelling","Clearwater County","Minnesota"
"30","Not owner-occupied as a principal dwelling","Cook County","Minnesota"
"45","Owner-occupied as a principal dwelling","Cook County","Minnesota"
"12","Not owner-occupied as a principal dwelling","Cottonwood County","Minnesota"
"130","Owner-occupied as a principal dwelling","Cottonwood County","Minnesota"
"10","Not applicable","Crow Wing County","Minnesota"
"492","Not owner-occupied as a principal dwelling","Crow Wing County","Minnesota"
"983","Owner-occupied as a principal dwelling","Crow Wing County","Minnesota"
"32","Not applicable","Dakota County","Minnesota"
"669","Not owner-occupied as a principal dwelling","Dakota County","Minnesota"
"10203","Owner-occupied as a principal dwelling","Dakota County","Minnesota"
"4","Not applicable","Dodge County","Minnesota"
"28","Not owner-occupied as a principal dwelling","Dodge County","Minnesota"
"487","Owner-occupied as a principal dwelling","Dodge County","Minnesota"
"9","Not applicable","Douglas County","Minnesota"
"153","Not owner-occupied as a principal dwelling","Douglas County","Minnesota"
"662","Owner-occupied as a principal dwelling","Douglas County","Minnesota"
"1","Not applicable","Faribault County","Minnesota"
"9","Not owner-occupied as a principal dwelling","Faribault County","Minnesota"
"169","Owner-occupied as a principal dwelling","Faribault County","Minnesota"
"7","Not applicable","Fillmore County","Minnesota"
"51","Not owner-occupied as a principal dwelling","Fillmore County","Minnesota"
"401","Owner-occupied as a principal dwelling","Fillmore County","Minnesota"
"6","Not applicable","Freeborn County","Minnesota"
"59","Not owner-occupied as a principal dwelling","Freeborn County","Minnesota"
"363","Owner-occupied as a principal dwelling","Freeborn County","Minnesota"
"6","Not applicable","Goodhue County","Minnesota"
"94","Not owner-occupied as a principal dwelling","Goodhue County","Minnesota"
"976","Owner-occupied as a principal dwelling","Goodhue County","Minnesota"
"15","Not owner-occupied as a principal dwelling","Grant County","Minnesota"
"77","Owner-occupied as a principal dwelling","Grant County","Minnesota"
"232","Not applicable","Hennepin County","Minnesota"
"2851","Not owner-occupied as a principal dwelling","Hennepin County","Minnesota"
"25651","Owner-occupied as a principal dwelling","Hennepin County","Minnesota"
"1","Not applicable","Houston County","Minnesota"
"41","Not owner-occupied as a principal dwelling","Houston County","Minnesota"
"345","Owner-occupied as a principal dwelling","Houston County","Minnesota"
"2","Not applicable","Hubbard County","Minnesota"
"106","Not owner-occupied as a principal dwelling","Hubbard County","Minnesota"
"261","Owner-occupied as a principal dwelling","Hubbard County","Minnesota"
"5","Not applicable","Isanti County","Minnesota"
"68","Not owner-occupied as a principal dwelling","Isanti County","Minnesota"
"868","Owner-occupied as a principal dwelling","Isanti County","Minnesota"
"3","Not applicable","Itasca County","Minnesota"
"141","Not owner-occupied as a principal dwelling","Itasca County","Minnesota"
"685","Owner-occupied as a principal dwelling","Itasca County","Minnesota"
"1","Not applicable","Jackson County","Minnesota"
"12","Not owner-occupied as a principal dwelling","Jackson County","Minnesota"
"140","Owner-occupied as a principal dwelling","Jackson County","Minnesota"
"44","Not owner-occupied as a principal dwelling","Kanabec County","Minnesota"
"256","Owner-occupied as a principal dwelling","Kanabec County","Minnesota"
"4","Not applicable","Kandiyohi County","Minnesota"
"84","Not owner-occupied as a principal dwelling","Kandiyohi County","Minnesota"
"497","Owner-occupied as a principal dwelling","Kandiyohi County","Minnesota"
"1","Not owner-occupied as a principal dwelling","Kittson County","Minnesota"
"46","Owner-occupied as a principal dwelling","Kittson County","Minnesota"
"11","Not owner-occupied as a principal dwelling","Koochiching County","Minnesota"
"124","Owner-occupied as a principal dwelling","Koochiching County","Minnesota"
"1","Not applicable","Lac qui Parle County","Minnesota"
"3","Not owner-occupied as a principal dwelling","Lac qui Parle County","Minnesota"
"63","Owner-occupied as a principal dwelling","Lac qui Parle County","Minnesota"
"3","Not applicable","Lake County","Minnesota"
"55","Not owner-occupied as a principal dwelling","Lake County","Minnesota"
"130","Owner-occupied as a principal dwelling","Lake County","Minnesota"
"12","Not owner-occupied as a principal dwelling","Lake of the Woods County","Minnesota"
"36","Owner-occupied as a principal dwelling","Lake of the Woods County","Minnesota"
"2","Not applicable","Le Sueur County","Minnesota"
"98","Not owner-occupied as a principal dwelling","Le Sueur County","Minnesota"
"602","Owner-occupied as a principal dwelling","Le Sueur County","Minnesota"
"6","Not owner-occupied as a principal dwelling","Lincoln County","Minnesota"
"36","Owner-occupied as a principal dwelling","Lincoln County","Minnesota"
"5","Not applicable","Lyon County","Minnesota"
"20","Not owner-occupied as a principal dwelling","Lyon County","Minnesota"
"313","Owner-occupied as a principal dwelling","Lyon County","Minnesota"
"11","Not owner-occupied as a principal dwelling","Mahnomen County","Minnesota"
"35","Owner-occupied as a principal dwelling","Mahnomen County","Minnesota"
"1","Not applicable","Marshall County","Minnesota"
"115","Owner-occupied as a principal dwelling","Marshall County","Minnesota"
"1","Not applicable","Martin County","Minnesota"
"31","Not owner-occupied as a principal dwelling","Martin County","Minnesota"
"302","Owner-occupied as a principal dwelling","Martin County","Minnesota"
"6","Not applicable","McLeod County","Minnesota"
"35","Not owner-occupied as a principal dwelling","McLeod County","Minnesota"
"693","Owner-occupied as a principal dwelling","McLeod County","Minnesota"
"53","Not owner-occupied as a principal dwelling","Meeker County","Minnesota"
"368","Owner-occupied as a principal dwelling","Meeker County","Minnesota"
"3","Not applicable","Mille Lacs County","Minnesota"
"81","Not owner-occupied as a principal dwelling","Mille Lacs County","Minnesota"
"505","Owner-occupied as a principal dwelling","Mille Lacs County","Minnesota"
"5","Not applicable","Morrison County","Minnesota"
"91","Not owner-occupied as a principal dwelling","Morrison County","Minnesota"
"501","Owner-occupied as a principal dwelling","Morrison County","Minnesota"
"2","Not applicable","Mower County","Minnesota"
"85","Not owner-occupied as a principal dwelling","Mower County","Minnesota"
"700","Owner-occupied as a principal dwelling","Mower County","Minnesota"
"10","Not owner-occupied as a principal dwelling","Murray County","Minnesota"
"77","Owner-occupied as a principal dwelling","Murray County","Minnesota"
"4","Not applicable","Nicollet County","Minnesota"
"99","Not owner-occupied as a principal dwelling","Nicollet County","Minnesota"
"652","Owner-occupied as a principal dwelling","Nicollet County","Minnesota"
"1","Not applicable","Nobles County","Minnesota"
"9","Not owner-occupied as a principal dwelling","Nobles County","Minnesota"
"125","Owner-occupied as a principal dwelling","Nobles County","Minnesota"
"1","Not applicable","Norman County","Minnesota"
"12","Not owner-occupied as a principal dwelling","Norman County","Minnesota"
"86","Owner-occupied as a principal dwelling","Norman County","Minnesota"
"47","Not applicable","Olmsted County","Minnesota"
"418","Not owner-occupied as a principal dwelling","Olmsted County","Minnesota"
"3661","Owner-occupied as a principal dwelling","Olmsted County","Minnesota"
"7","Not applicable","Otter Tail County","Minnesota"
"325","Not owner-occupied as a principal dwelling","Otter Tail County","Minnesota"
"843","Owner-occupied as a principal dwelling","Otter Tail County","Minnesota"
"1","Not applicable","Pennington County","Minnesota"
"10","Not owner-occupied as a principal dwelling","Pennington County","Minnesota"
"183","Owner-occupied as a principal dwelling","Pennington County","Minnesota"
"1","Not applicable","Pine County","Minnesota"
"102","Not owner-occupied as a principal dwelling","Pine County","Minnesota"
"498","Owner-occupied as a principal dwelling","Pine County","Minnesota"
"4","Not owner-occupied as a principal dwelling","Pipestone County","Minnesota"
"54","Owner-occupied as a principal dwelling","Pipestone County","Minnesota"
"3","Not applicable","Polk County","Minnesota"
"74","Not owner-occupied as a principal dwelling","Polk County","Minnesota"
"580","Owner-occupied as a principal dwelling","Polk County","Minnesota"
"40","Not owner-occupied as a principal dwelling","Pope County","Minnesota"
"156","Owner-occupied as a principal dwelling","Pope County","Minnesota"
"107","Not applicable","Ramsey County","Minnesota"
"1065","Not owner-occupied as a principal dwelling","Ramsey County","Minnesota"
"8536","Owner-occupied as a principal dwelling","Ramsey County","Minnesota"
"7","Not owner-occupied as a principal dwelling","Red Lake County","Minnesota"
"39","Owner-occupied as a principal dwelling","Red Lake County","Minnesota"
"19","Not owner-occupied as a principal dwelling","Redwood County","Minnesota"
"171","Owner-occupied as a principal dwelling","Redwood County","Minnesota"
"17","Not owner-occupied as a principal dwelling","Renville County","Minnesota"
"165","Owner-occupied as a principal dwelling","Renville County","Minnesota"
"1","Not applicable","Rice County","Minnesota"
"89","Not owner-occupied as a principal dwelling","Rice County","Minnesota"
"1014","Owner-occupied as a principal dwelling","Rice County","Minnesota"
"5","Not owner-occupied as a principal dwelling","Rock County","Minnesota"
"105","Owner-occupied as a principal dwelling","Rock County","Minnesota"
"2","Not applicable","Roseau County","Minnesota"
"7","Not owner-occupied as a principal dwelling","Roseau County","Minnesota"
"132","Owner-occupied as a principal dwelling","Roseau County","Minnesota"
"6","Not applicable","Scott County","Minnesota"
"244","Not owner-occupied as a principal dwelling","Scott County","Minnesota"
"3877","Owner-occupied as a principal dwelling","Scott County","Minnesota"
"5","Not applicable","Sherburne County","Minnesota"
"189","Not owner-occupied as a principal dwelling","Sherburne County","Minnesota"
"2408","Owner-occupied as a principal dwelling","Sherburne County","Minnesota"
"13","Not owner-occupied as a principal dwelling","Sibley County","Minnesota"
"252","Owner-occupied as a principal dwelling","Sibley County","Minnesota"
"27","Not applicable","St. Louis County","Minnesota"
"549","Not owner-occupied as a principal dwelling","St. Louis County","Minnesota"
"3605","Owner-occupied as a principal dwelling","St. Louis County","Minnesota"
"15","Not applicable","Stearns County","Minnesota"
"279","Not owner-occupied as a principal dwelling","Stearns County","Minnesota"
"2809","Owner-occupied as a principal dwelling","Stearns County","Minnesota"
"3","Not applicable","Steele County","Minnesota"
"72","Not owner-occupied as a principal dwelling","Steele County","Minnesota"
"652","Owner-occupied as a principal dwelling","Steele County","Minnesota"
"2","Not applicable","Stevens County","Minnesota"
"8","Not owner-occupied as a principal dwelling","Stevens County","Minnesota"
"131","Owner-occupied as a principal dwelling","Stevens County","Minnesota"
"1","Not applicable","Swift County","Minnesota"
"5","Not owner-occupied as a principal dwelling","Swift County","Minnesota"
"90","Owner-occupied as a principal dwelling","Swift County","Minnesota"
"2","Not applicable","Todd County","Minnesota"
"61","Not owner-occupied as a principal dwelling","Todd County","Minnesota"
"305","Owner-occupied as a principal dwelling","Todd County","Minnesota"
"1","Not owner-occupied as a principal dwelling","Traverse County","Minnesota"
"38","Owner-occupied as a principal dwelling","Traverse County","Minnesota"
"8","Not applicable","Wabasha County","Minnesota"
"63","Not owner-occupied as a principal dwelling","Wabasha County","Minnesota"
"418","Owner-occupied as a principal dwelling","Wabasha County","Minnesota"
"16","Not owner-occupied as a principal dwelling","Wadena County","Minnesota"
"140","Owner-occupied as a principal dwelling","Wadena County","Minnesota"
"1","Not applicable","Waseca County","Minnesota"
"29","Not owner-occupied as a principal dwelling","Waseca County","Minnesota"
"270","Owner-occupied as a principal dwelling","Waseca County","Minnesota"
"9","Not applicable","Washington County","Minnesota"
"430","Not owner-occupied as a principal dwelling","Washington County","Minnesota"
"6368","Owner-occupied as a principal dwelling","Washington County","Minnesota"
"24","Not owner-occupied as a principal dwelling","Watonwan County","Minnesota"
"154","Owner-occupied as a principal dwelling","Watonwan County","Minnesota"
"12","Not owner-occupied as a principal dwelling","Wilkin County","Minnesota"
"113","Owner-occupied as a principal dwelling","Wilkin County","Minnesota"
"6","Not applicable","Winona County","Minnesota"
"128","Not owner-occupied as a principal dwelling","Winona County","Minnesota"
"658","Owner-occupied as a principal dwelling","Winona County","Minnesota"
"9","Not applicable","Wright County","Minnesota"
"293","Not owner-occupied as a principal dwelling","Wright County","Minnesota"
"3366","Owner-occupied as a principal dwelling","Wright County","Minnesota"
"5","Not owner-occupied as a principal dwelling","Yellow Medicine County","Minnesota"
"83","Owner-occupied as a principal dwelling","Yellow Medicine County","Minnesota"
"1","Not applicable","","Mississippi"
"8","Owner-occupied as a principal dwelling","","Mississippi"
"1","Not applicable","Adams County","Mississippi"
"12","Not owner-occupied as a principal dwelling","Adams County","Mississippi"
"184","Owner-occupied as a principal dwelling","Adams County","Mississippi"
"91","Not owner-occupied as a principal dwelling","Alcorn County","Mississippi"
"340","Owner-occupied as a principal dwelling","Alcorn County","Mississippi"
"16","Not owner-occupied as a principal dwelling","Amite County","Mississippi"
"101","Owner-occupied as a principal dwelling","Amite County","Mississippi"
"44","Not owner-occupied as a principal dwelling","Attala County","Mississippi"
"159","Owner-occupied as a principal dwelling","Attala County","Mississippi"
"29","Not owner-occupied as a principal dwelling","Benton County","Mississippi"
"94","Owner-occupied as a principal dwelling","Benton County","Mississippi"
"6","Not applicable","Bolivar County","Mississippi"
"40","Not owner-occupied as a principal dwelling","Bolivar County","Mississippi"
"234","Owner-occupied as a principal dwelling","Bolivar County","Mississippi"
"22","Not owner-occupied as a principal dwelling","Calhoun County","Mississippi"
"109","Owner-occupied as a principal dwelling","Calhoun County","Mississippi"
"4","Not owner-occupied as a principal dwelling","Carroll County","Mississippi"
"59","Owner-occupied as a principal dwelling","Carroll County","Mississippi"
"14","Not owner-occupied as a principal dwelling","Chickasaw County","Mississippi"
"113","Owner-occupied as a principal dwelling","Chickasaw County","Mississippi"
"9","Not owner-occupied as a principal dwelling","Choctaw County","Mississippi"
"55","Owner-occupied as a principal dwelling","Choctaw County","Mississippi"
"7","Not owner-occupied as a principal dwelling","Claiborne County","Mississippi"
"43","Owner-occupied as a principal dwelling","Claiborne County","Mississippi"
"3","Not applicable","Clarke County","Mississippi"
"43","Not owner-occupied as a principal dwelling","Clarke County","Mississippi"
"233","Owner-occupied as a principal dwelling","Clarke County","Mississippi"
"59","Not owner-occupied as a principal dwelling","Clay County","Mississippi"
"180","Owner-occupied as a principal dwelling","Clay County","Mississippi"
"43","Not owner-occupied as a principal dwelling","Coahoma County","Mississippi"
"151","Owner-occupied as a principal dwelling","Coahoma County","Mississippi"
"35","Not owner-occupied as a principal dwelling","Copiah County","Mississippi"
"313","Owner-occupied as a principal dwelling","Copiah County","Mississippi"
"25","Not owner-occupied as a principal dwelling","Covington County","Mississippi"
"209","Owner-occupied as a principal dwelling","Covington County","Mississippi"
"4","Not applicable","DeSoto County","Mississippi"
"511","Not owner-occupied as a principal dwelling","DeSoto County","Mississippi"
"3578","Owner-occupied as a principal dwelling","DeSoto County","Mississippi"
"15","Not applicable","Forrest County","Mississippi"
"330","Not owner-occupied as a principal dwelling","Forrest County","Mississippi"
"932","Owner-occupied as a principal dwelling","Forrest County","Mississippi"
"6","Not owner-occupied as a principal dwelling","Franklin County","Mississippi"
"39","Owner-occupied as a principal dwelling","Franklin County","Mississippi"
"1","Not applicable","George County","Mississippi"
"49","Not owner-occupied as a principal dwelling","George County","Mississippi"
"339","Owner-occupied as a principal dwelling","George County","Mississippi"
"15","Not owner-occupied as a principal dwelling","Greene County","Mississippi"
"165","Owner-occupied as a principal dwelling","Greene County","Mississippi"
"1","Not applicable","Grenada County","Mississippi"
"58","Not owner-occupied as a principal dwelling","Grenada County","Mississippi"
"268","Owner-occupied as a principal dwelling","Grenada County","Mississippi"
"1","Not applicable","Hancock County","Mississippi"
"144","Not owner-occupied as a principal dwelling","Hancock County","Mississippi"
"515","Owner-occupied as a principal dwelling","Hancock County","Mississippi"
"15","Not applicable","Harrison County","Mississippi"
"601","Not owner-occupied as a principal dwelling","Harrison County","Mississippi"
"2385","Owner-occupied as a principal dwelling","Harrison County","Mississippi"
"33","Not applicable","Hinds County","Mississippi"
"606","Not owner-occupied as a principal dwelling","Hinds County","Mississippi"
"2371","Owner-occupied as a principal dwelling","Hinds County","Mississippi"
"29","Not owner-occupied as a principal dwelling","Holmes County","Mississippi"
"130","Owner-occupied as a principal dwelling","Holmes County","Mississippi"
"1","Not applicable","Humphreys County","Mississippi"
"26","Not owner-occupied as a principal dwelling","Humphreys County","Mississippi"
"78","Owner-occupied as a principal dwelling","Humphreys County","Mississippi"
"1","Not owner-occupied as a principal dwelling","Issaquena County","Mississippi"
"3","Owner-occupied as a principal dwelling","Issaquena County","Mississippi"
"5","Not applicable","Itawamba County","Mississippi"
"48","Not owner-occupied as a principal dwelling","Itawamba County","Mississippi"
"246","Owner-occupied as a principal dwelling","Itawamba County","Mississippi"
"11","Not applicable","Jackson County","Mississippi"
"359","Not owner-occupied as a principal dwelling","Jackson County","Mississippi"
"1821","Owner-occupied as a principal dwelling","Jackson County","Mississippi"
"39","Not owner-occupied as a principal dwelling","Jasper County","Mississippi"
"184","Owner-occupied as a principal dwelling","Jasper County","Mississippi"
"1","Not applicable","Jefferson County","Mississippi"
"3","Not owner-occupied as a principal dwelling","Jefferson County","Mississippi"
"42","Owner-occupied as a principal dwelling","Jefferson County","Mississippi"
"23","Not owner-occupied as a principal dwelling","Jefferson Davis County","Mississippi"
"95","Owner-occupied as a principal dwelling","Jefferson Davis County","Mississippi"
"10","Not applicable","Jones County","Mississippi"
"218","Not owner-occupied as a principal dwelling","Jones County","Mississippi"
"954","Owner-occupied as a principal dwelling","Jones County","Mississippi"
"8","Not owner-occupied as a principal dwelling","Kemper County","Mississippi"
"46","Owner-occupied as a principal dwelling","Kemper County","Mississippi"
"2","Not applicable","Lafayette County","Mississippi"
"357","Not owner-occupied as a principal dwelling","Lafayette County","Mississippi"
"671","Owner-occupied as a principal dwelling","Lafayette County","Mississippi"
"1","Not applicable","Lamar County","Mississippi"
"181","Not owner-occupied as a principal dwelling","Lamar County","Mississippi"
"1018","Owner-occupied as a principal dwelling","Lamar County","Mississippi"
"7","Not applicable","Lauderdale County","Mississippi"
"138","Not owner-occupied as a principal dwelling","Lauderdale County","Mississippi"
"886","Owner-occupied as a principal dwelling","Lauderdale County","Mississippi"
"21","Not owner-occupied as a principal dwelling","Lawrence County","Mississippi"
"131","Owner-occupied as a principal dwelling","Lawrence County","Mississippi"
"39","Not owner-occupied as a principal dwelling","Leake County","Mississippi"
"223","Owner-occupied as a principal dwelling","Leake County","Mississippi"
"12","Not applicable","Lee County","Mississippi"
"292","Not owner-occupied as a principal dwelling","Lee County","Mississippi"
"1285","Owner-occupied as a principal dwelling","Lee County","Mississippi"
"2","Not applicable","Leflore County","Mississippi"
"28","Not owner-occupied as a principal dwelling","Leflore County","Mississippi"
"163","Owner-occupied as a principal dwelling","Leflore County","Mississippi"
"3","Not applicable","Lincoln County","Mississippi"
"41","Not owner-occupied as a principal dwelling","Lincoln County","Mississippi"
"400","Owner-occupied as a principal dwelling","Lincoln County","Mississippi"
"6","Not applicable","Lowndes County","Mississippi"
"169","Not owner-occupied as a principal dwelling","Lowndes County","Mississippi"
"758","Owner-occupied as a principal dwelling","Lowndes County","Mississippi"
"7","Not applicable","Madison County","Mississippi"
"246","Not owner-occupied as a principal dwelling","Madison County","Mississippi"
"2125","Owner-occupied as a principal dwelling","Madison County","Mississippi"
"124","Not owner-occupied as a principal dwelling","Marion County","Mississippi"
"416","Owner-occupied as a principal dwelling","Marion County","Mississippi"
"123","Not owner-occupied as a principal dwelling","Marshall County","Mississippi"
"619","Owner-occupied as a principal dwelling","Marshall County","Mississippi"
"1","Not applicable","Monroe County","Mississippi"
"107","Not owner-occupied as a principal dwelling","Monroe County","Mississippi"
"370","Owner-occupied as a principal dwelling","Monroe County","Mississippi"
"11","Not owner-occupied as a principal dwelling","Montgomery County","Mississippi"
"75","Owner-occupied as a principal dwelling","Montgomery County","Mississippi"
"2","Not applicable","Neshoba County","Mississippi"
"92","Not owner-occupied as a principal dwelling","Neshoba County","Mississippi"
"239","Owner-occupied as a principal dwelling","Neshoba County","Mississippi"
"2","Not applicable","Newton County","Mississippi"
"47","Not owner-occupied as a principal dwelling","Newton County","Mississippi"
"261","Owner-occupied as a principal dwelling","Newton County","Mississippi"
"1","Not applicable","Noxubee County","Mississippi"
"20","Not owner-occupied as a principal dwelling","Noxubee County","Mississippi"
"85","Owner-occupied as a principal dwelling","Noxubee County","Mississippi"
"7","Not applicable","Oktibbeha County","Mississippi"
"193","Not owner-occupied as a principal dwelling","Oktibbeha County","Mississippi"
"468","Owner-occupied as a principal dwelling","Oktibbeha County","Mississippi"
"2","Not applicable","Panola County","Mississippi"
"91","Not owner-occupied as a principal dwelling","Panola County","Mississippi"
"374","Owner-occupied as a principal dwelling","Panola County","Mississippi"
"2","Not applicable","Pearl River County","Mississippi"
"115","Not owner-occupied as a principal dwelling","Pearl River County","Mississippi"
"680","Owner-occupied as a principal dwelling","Pearl River County","Mississippi"
"15","Not owner-occupied as a principal dwelling","Perry County","Mississippi"
"150","Owner-occupied as a principal dwelling","Perry County","Mississippi"
"1","Not applicable","Pike County","Mississippi"
"49","Not owner-occupied as a principal dwelling","Pike County","Mississippi"
"353","Owner-occupied as a principal dwelling","Pike County","Mississippi"
"26","Not owner-occupied as a principal dwelling","Pontotoc County","Mississippi"
"290","Owner-occupied as a principal dwelling","Pontotoc County","Mississippi"
"1","Not applicable","Prentiss County","Mississippi"
"58","Not owner-occupied as a principal dwelling","Prentiss County","Mississippi"
"263","Owner-occupied as a principal dwelling","Prentiss County","Mississippi"
"16","Not owner-occupied as a principal dwelling","Quitman County","Mississippi"
"46","Owner-occupied as a principal dwelling","Quitman County","Mississippi"
"5","Not applicable","Rankin County","Mississippi"
"359","Not owner-occupied as a principal dwelling","Rankin County","Mississippi"
"2754","Owner-occupied as a principal dwelling","Rankin County","Mississippi"
"1","Not applicable","Scott County","Mississippi"
"73","Not owner-occupied as a principal dwelling","Scott County","Mississippi"
"357","Owner-occupied as a principal dwelling","Scott County","Mississippi"
"2","Not owner-occupied as a principal dwelling","Sharkey County","Mississippi"
"18","Owner-occupied as a principal dwelling","Sharkey County","Mississippi"
"2","Not applicable","Simpson County","Mississippi"
"76","Not owner-occupied as a principal dwelling","Simpson County","Mississippi"
"280","Owner-occupied as a principal dwelling","Simpson County","Mississippi"
"22","Not owner-occupied as a principal dwelling","Smith County","Mississippi"
"170","Owner-occupied as a principal dwelling","Smith County","Mississippi"
"28","Not owner-occupied as a principal dwelling","Stone County","Mississippi"
"144","Owner-occupied as a principal dwelling","Stone County","Mississippi"
"60","Not owner-occupied as a principal dwelling","Sunflower County","Mississippi"
"173","Owner-occupied as a principal dwelling","Sunflower County","Mississippi"
"1","Not applicable","Tallahatchie County","Mississippi"
"12","Not owner-occupied as a principal dwelling","Tallahatchie County","Mississippi"
"58","Owner-occupied as a principal dwelling","Tallahatchie County","Mississippi"
"1","Not applicable","Tate County","Mississippi"
"71","Not owner-occupied as a principal dwelling","Tate County","Mississippi"
"486","Owner-occupied as a principal dwelling","Tate County","Mississippi"
"22","Not owner-occupied as a principal dwelling","Tippah County","Mississippi"
"120","Owner-occupied as a principal dwelling","Tippah County","Mississippi"
"1","Not applicable","Tishomingo County","Mississippi"
"50","Not owner-occupied as a principal dwelling","Tishomingo County","Mississippi"
"193","Owner-occupied as a principal dwelling","Tishomingo County","Mississippi"
"21","Not owner-occupied as a principal dwelling","Tunica County","Mississippi"
"59","Owner-occupied as a principal dwelling","Tunica County","Mississippi"
"27","Not owner-occupied as a principal dwelling","Union County","Mississippi"
"289","Owner-occupied as a principal dwelling","Union County","Mississippi"
"18","Not owner-occupied as a principal dwelling","Walthall County","Mississippi"
"150","Owner-occupied as a principal dwelling","Walthall County","Mississippi"
"6","Not applicable","Warren County","Mississippi"
"61","Not owner-occupied as a principal dwelling","Warren County","Mississippi"
"608","Owner-occupied as a principal dwelling","Warren County","Mississippi"
"5","Not applicable","Washington County","Mississippi"
"76","Not owner-occupied as a principal dwelling","Washington County","Mississippi"
"335","Owner-occupied as a principal dwelling","Washington County","Mississippi"
"2","Not applicable","Wayne County","Mississippi"
"38","Not owner-occupied as a principal dwelling","Wayne County","Mississippi"
"255","Owner-occupied as a principal dwelling","Wayne County","Mississippi"
"6","Not owner-occupied as a principal dwelling","Webster County","Mississippi"
